id,created_at,payload
3065388,2021-06-23 23:53:35.962,"{'DeviceID': 'MAMA0001', 'MessageID': '3JAT', 'Payload': 'Counter:24', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3065392,2021-06-23 23:53:47.158,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'G5CR', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065397,2021-06-23 23:54:07.184,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'DJWS', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065402,2021-06-23 23:54:27.174,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'YFQB', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065404,2021-06-23 23:54:35.980,"{'DeviceID': 'MAMA0001', 'MessageID': '5SGS', 'Payload': 'Counter:25', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3065408,2021-06-23 23:54:47.182,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'YS3W', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065414,2021-06-23 23:55:07.159,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'TMVQ', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065419,2021-06-23 23:55:27.186,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'B766', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065421,2021-06-23 23:55:35.953,"{'DeviceID': 'MAMA0001', 'MessageID': '3BIP', 'Payload': 'Counter:26', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3065425,2021-06-23 23:55:47.176,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'UKCY', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065430,2021-06-23 23:56:07.155,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'WN3K', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065435,2021-06-23 23:56:27.171,"{'DeviceID': 'MAMAGPS1', 'MessageID': '1SOJ', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065440,2021-06-23 23:56:47.150,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'WHDH', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065445,2021-06-23 23:57:07.157,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'BKA6', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065450,2021-06-23 23:57:27.213,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'ORIF', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065455,2021-06-23 23:57:47.164,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'ET42', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065460,2021-06-23 23:58:07.170,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'PU35', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065465,2021-06-23 23:58:27.156,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'R2YQ', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065470,2021-06-23 23:58:47.174,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'CA7C', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065475,2021-06-23 23:59:07.172,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'NV80', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065476,2021-06-23 23:59:08.977,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'O3T1', 'Payload': 'Shire is a haven*', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 0}"
3065477,2021-06-23 23:59:09.930,"{'DeviceID': 'MAMA0001', 'MessageID': 'O75W', 'Payload': 'Counter:3', 'path': 'MAMA0001MAMAGPS1PAPADUCK', 'hops': 2, 'duckType': 2}"
3065482,2021-06-23 23:59:27.197,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'V6C6', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065487,2021-06-23 23:59:47.158,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'E3DO', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065488,2021-06-23 23:59:50.897,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'AEOI', 'Payload': 'Chocolate*', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 0}"
3065494,2021-06-24 00:00:07.170,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'HD5K', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065499,2021-06-24 00:00:27.162,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'JFVL', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065504,2021-06-24 00:00:47.152,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'VYE9', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065509,2021-06-24 00:01:07.165,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'VYGX', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065510,2021-06-24 00:01:09.953,"{'DeviceID': 'MAMA0001', 'MessageID': 'CK7S', 'Payload': 'Counter:5', 'path': 'MAMA0001MAMAGPS1PAPADUCK', 'hops': 2, 'duckType': 2}"
3065515,2021-06-24 00:01:27.189,"{'DeviceID': 'MAMAGPS1', 'MessageID': '0GUO', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065520,2021-06-24 00:01:47.160,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'ENSY', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065525,2021-06-24 00:02:07.166,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'KVU7', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065526,2021-06-24 00:02:09.924,"{'DeviceID': 'MAMA0001', 'MessageID': '6DJW', 'Payload': 'Counter:6', 'path': 'MAMA0001MAMAGPS1PAPADUCK', 'hops': 2, 'duckType': 2}"
3065531,2021-06-24 00:02:27.164,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'BYMQ', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065540,2021-06-24 00:03:07.173,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'RR14', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065545,2021-06-24 00:03:27.162,"{'DeviceID': 'MAMAGPS1', 'MessageID': '8FHA', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065550,2021-06-24 00:03:47.164,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'RFI4', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065555,2021-06-24 00:04:07.485,"{'DeviceID': 'MAMAGPS1', 'MessageID': '8XN3', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065560,2021-06-24 00:04:27.150,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'HQCE', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065565,2021-06-24 00:04:47.157,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'Y6N3', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065570,2021-06-24 00:05:07.157,"{'DeviceID': 'MAMAGPS1', 'MessageID': '4PVN', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065575,2021-06-24 00:05:27.171,"{'DeviceID': 'MAMAGPS1', 'MessageID': '9U2E', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065580,2021-06-24 00:05:47.161,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'NFPF', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065585,2021-06-24 00:06:07.202,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'J2L3', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065590,2021-06-24 00:06:27.171,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'C91A', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065595,2021-06-24 00:06:47.192,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'TSMD', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065600,2021-06-24 00:07:07.162,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'MED5', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065605,2021-06-24 00:07:27.172,"{'DeviceID': 'MAMAGPS1', 'MessageID': '95HA', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065608,2021-06-24 00:07:41.297,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'EOB5', 'Payload': 'Syrup*', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 0}"
3065611,2021-06-24 00:07:47.156,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'QOWB', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065616,2021-06-24 00:08:07.179,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'QILN', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065621,2021-06-24 00:08:27.171,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'KMAQ', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065626,2021-06-24 00:08:47.158,"{'DeviceID': 'MAMAGPS1', 'MessageID': '4EH1', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065631,2021-06-24 00:09:07.161,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'XYJY', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065636,2021-06-24 00:09:27.174,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'FXCE', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065641,2021-06-24 00:09:47.168,"{'DeviceID': 'MAMAGPS1', 'MessageID': '7D1J', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065646,2021-06-24 00:10:07.156,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'XQ13', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065651,2021-06-24 00:10:27.159,"{'DeviceID': 'MAMAGPS1', 'MessageID': '2AKA', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065656,2021-06-24 00:10:47.179,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'PSDF', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065661,2021-06-24 00:11:07.169,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'UL9O', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065662,2021-06-24 00:11:09.936,"{'DeviceID': 'MAMA0001', 'MessageID': 'WO2N', 'Payload': 'Counter:15', 'path': 'MAMA0001MAMAGPS1PAPADUCK', 'hops': 2, 'duckType': 2}"
3065667,2021-06-24 00:11:27.160,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'RLMW', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065672,2021-06-24 00:11:47.168,"{'DeviceID': 'MAMAGPS1', 'MessageID': '7V4P', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065677,2021-06-24 00:12:07.307,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'KHH6', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065682,2021-06-24 00:12:27.161,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'WD5E', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065687,2021-06-24 00:12:47.157,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'PSSU', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065692,2021-06-24 00:13:07.163,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'R4ST', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065697,2021-06-24 00:13:27.162,"{'DeviceID': 'MAMAGPS1', 'MessageID': '7738', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065702,2021-06-24 00:13:47.160,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'MNXV', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065707,2021-06-24 00:14:07.167,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'DVMX', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065712,2021-06-24 00:14:27.169,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'MQ9V', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065717,2021-06-24 00:14:47.163,"{'DeviceID': 'MAMAGPS1', 'MessageID': '32DV', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065723,2021-06-24 00:15:07.216,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'VOAY', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065728,2021-06-24 00:15:27.166,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'NAC3', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065733,2021-06-24 00:15:47.182,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'I3US', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065738,2021-06-24 00:16:07.165,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'EI1F', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065739,2021-06-24 00:16:09.940,"{'DeviceID': 'MAMA0001', 'MessageID': '5SUM', 'Payload': 'Counter:20', 'path': 'MAMA0001MAMAGPS1PAPADUCK', 'hops': 2, 'duckType': 2}"
3065744,2021-06-24 00:16:27.162,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'IGWW', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065749,2021-06-24 00:16:47.170,"{'DeviceID': 'MAMAGPS1', 'MessageID': '29C1', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065754,2021-06-24 00:17:07.164,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'QYKM', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065759,2021-06-24 00:17:27.173,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'WO95', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065765,2021-06-24 00:17:53.857,"{'DeviceID': 'MAMAGPS1', 'MessageID': '1ITO', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3065770,2021-06-24 00:18:13.853,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'S2WA', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096764,2021-06-25 17:54:38.519,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'DJLV', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096769,2021-06-25 17:54:58.018,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'C6GO', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096775,2021-06-25 17:55:24.634,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'KLJB', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096779,2021-06-25 17:55:38.006,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'KHDG', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096784,2021-06-25 17:55:58.011,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'A1L4', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096789,2021-06-25 17:56:18.008,"{'DeviceID': 'MAMAGPS1', 'MessageID': '1CIR', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096794,2021-06-25 17:56:38.014,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'MF8T', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096796,2021-06-25 17:56:45.083,"{'DeviceID': 'MAMA0001', 'MessageID': '5A3E', 'Payload': 'Counter:1', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3096800,2021-06-25 17:56:58.069,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'PU0O', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096805,2021-06-25 17:57:18.016,"{'DeviceID': 'MAMAGPS1', 'MessageID': '64VO', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096810,2021-06-25 17:57:38.010,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'IFSY', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096812,2021-06-25 17:57:45.062,"{'DeviceID': 'MAMA0001', 'MessageID': 'MN6O', 'Payload': 'Counter:2', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3096816,2021-06-25 17:57:58.020,"{'DeviceID': 'MAMAGPS1', 'MessageID': '6CPB', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096821,2021-06-25 17:58:18.026,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'AA2C', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096826,2021-06-25 17:58:38.013,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'X76J', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096828,2021-06-25 17:58:45.064,"{'DeviceID': 'MAMA0001', 'MessageID': 'B8FT', 'Payload': 'Counter:3', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3096832,2021-06-25 17:58:58.060,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'DKCO', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096837,2021-06-25 17:59:18.020,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'V8X5', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096842,2021-06-25 17:59:38.025,"{'DeviceID': 'MAMAGPS1', 'MessageID': '9WED', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096844,2021-06-25 17:59:45.077,"{'DeviceID': 'MAMA0001', 'MessageID': 'ODCK', 'Payload': 'Counter:4', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3096848,2021-06-25 17:59:58.140,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'X1YH', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096853,2021-06-25 18:00:18.013,"{'DeviceID': 'MAMAGPS1', 'MessageID': '3NCN', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096858,2021-06-25 18:00:38.011,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'I29L', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096860,2021-06-25 18:00:45.251,"{'DeviceID': 'MAMA0001', 'MessageID': '84I2', 'Payload': 'Counter:5', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
3096865,2021-06-25 18:00:58.007,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'J6XY', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096870,2021-06-25 18:01:18.003,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'MFLR', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096875,2021-06-25 18:01:38.018,"{'DeviceID': 'MAMAGPS1', 'MessageID': 'A641', 'Payload': 'Lat:0.00000 Lng:0.0000 Alt:0.00', 'path': 'MAMAGPS1PAPADUCK', 'hops': 1, 'duckType': 2}"
3096877,2021-06-25 18:01:45.074,"{'DeviceID': 'MAMA0001', 'MessageID': 'TML1', 'Payload': 'Counter:6', 'path': 'MAMA0001PAPADUCK', 'hops': 1, 'duckType': 2}"
